SampleID	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13
CH0012	0.0	0.0	0.0	0.23720608611508134	0.0	27.74931912273002	0.0	26.49656025970138	0.0	6.774581289944705	0.0	0.07519962077507283	38.66713362073374	0
TT0019	0.0	0.07935699419787876	0.0	0.013999813543637434	0.0	26.914631741465993	0.0	12.54754816680776	0.01959763756295353	9.244779794708492	0.0	0.0	51.18008585171329	0
TT0006	0.0	0.0	0.0	0.0	0.0	25.812318867790076	0.0	32.80044398608593	0.07435483526084707	8.405727472742958	0.0	0.06534806115878079	32.841806776961405	0
TT0065	0.0	0.0	0.0	0.0	0.0	42.05936097857878	0.0	10.969370192524424	0.0	5.814924807247059	0.0	0.0	41.156344021649744	0
TT0015	0.0	0.0	0.0	0.0	0.0	27.853244960137236	0.0	41.48950522467307	0.0	4.1747413765564145	0.0	0.0	26.482508438633296	0
TT0011	0.0	0.0	0.0	0.0	0.0	20.17905231683414	0.0	11.556969388610613	0.07777894872855336	8.879757138417505	0.0	0.03444974896920365	59.27199245843998	0
CH0016	0.0	0.15639545493329007	0.0	0.0	0.0	38.30441485813661	0.0	26.7159229857045	0.0	5.2374109498894335	0.0	0.0	29.585855751336172	0
KL0043	0.0	0.0	0.0	0.0	0.0	30.024575494521237	0.0	36.16835238097242	0.0	6.624092852471515	0.0	0.0	27.182979272034807	0
KL0022	0.0	0.0	0.0	0.0	0.0	45.63768425022429	0.0	9.572422810820969	0.0	4.267571204466569	0.046499100132348536	0.017244843433852332	40.458577790921964	0
TT0038	0.0	0.0	0.0	0.0	0.0	28.225042814463237	0.0	26.29582333386939	0.18924875562587434	5.48883639548463	0.0	0.0	39.80104870055686	0
CH0050	0.0	0.0	0.0	0.0	0.0	41.66491019465222	0.0	14.397789468263273	0.07791418949900128	3.863787686220689	0.0	0.0	39.99559846136481	0
TT0010	0.0	0.0	0.0	0.0	0.0	35.453802360097406	0.0	24.744058722682567	0.0	7.736542963373373	0.0	0.0	32.06559595384665	0
KL0036	0.0	0.0	0.0	0.0	0.0	33.84990323688029	0.0	24.362163292996836	0.0	9.18107771763273	0.0	0.1902713592554422	32.41658439323471	0
TT0031	0.0	0.0	0.0	0.0	0.0	50.79896065711169	0.0	3.618396628666118	0.0	3.044378298642876	0.0	0.0	42.53826441557931	0
CH0018	0.0	0.49251385759961164	0.0	0.0	0.0	37.757272728184326	0.0	23.053260834718273	0.0	4.964109654820289	0.0	0.15537872308363462	33.57746420159386	0
KL0023	0.0	0.11009368818597257	0.0	0.0	0.0	31.778913259256107	0.005353163175942135	26.757836148526586	0.0	5.665339375531439	0.0	0.08580779298421516	35.59665657233975	0
KL0008	0.0	0.0	0.0	0.0	0.0	43.86705535352645	0.0	8.21498495964377	0.0	4.451133064262505	0.0	0.0	43.466826622567275	0
TT0062	0.0	0.0	0.0	0.0	0.014697726153263096	32.40403753418708	0.0	19.455127174369583	0.0	5.886188159188556	0.02430861094970983	0.07725599658502308	42.13838479856678	0
KL0016	0.025016919013030946	0.3930133567017889	0.012705201011453723	0.0	0.0	26.204001583453667	0.15345170190565388	7.970226986004896	0.0	7.59126127176633	0.005276780444117726	0.6042045128193153	57.04084168687974	0
KL0019	0.0	0.0	0.0	0.0	0.0	44.57334309265124	0.0	10.630473374219122	0.0	5.235188098116705	0.0	0.10955940594355147	39.451436029069384	0
SG0024	0.0	0.04090768970778076	0.0	0.0	0.0	26.609642995604332	0.005166785907027116	19.694698368366133	0.1598690322249907	6.368757540397637	0.01952233249004367	0.06359065486477664	47.03784460043728	0
TT0029	0.0	0.0	0.0	0.0	0.0	36.79326763758847	0.0	27.477083034476944	0.0	5.468844708255717	0.0	0.0	30.260804619678872	0
SG0003	0.0	0.0	0.0	0.0	0.0	26.556835220685326	0.0	42.72336827967092	0.0	6.054472473372409	0.0	0.23194085211328355	24.43338317415806	0
CH0023	0.0	0.1607981550944043	0.010207117973191505	0.0	0.0	26.106200674205727	0.0067036356448254295	26.414996390699276	0.0	6.7996455128254505	0.0	0.05372705998042715	40.44772145357672	0
TT0043	0.0	0.0	0.0	0.0	0.0	39.23200684524337	0.0	16.5109965325386	0.0	5.345459642067144	0.0	0.0	38.91153698015089	0
KL0026	0.0	0.0	0.0	0.0	0.0	28.383147070454516	0.0	31.564966837998814	0.0	5.3118844872924065	0.0	0.12294698562785393	34.617054618626405	0
KL0002	0.019723265411669955	0.2562382145543786	0.0	0.020544717775460904	0.0	16.443466509965614	0.04432230938545707	6.88906908677454	0.0	11.647492266995828	0.008587893813014901	0.01946575042607752	64.65108998489796	0
CH0030	0.0	0.0	0.0	0.0	0.0	24.598575767687834	0.0	42.70308300784315	0.0	5.553822432366778	0.0	0.0	27.144518792102236	0
KL0020	0.010125101930487301	0.15811234282709993	0.0	0.0	0.0	15.003298728878434	0.0	11.332558813318192	0.0	5.755806388220354	0.0	0.0	67.74009862482544	0
KL0006	0.0	0.0	0.0	0.0	0.0	32.11827191184835	0.0	33.94849336701038	0.0	4.437011983519196	0.0	0.0	29.496222737622073	0
SG0001	0.0	0.0	0.0	0.0	0.0	28.966825798816497	0.0	27.579958178113763	0.0	9.796430751204854	0.0	0.1525364314994794	33.504248840365406	0
TT0025	0.0	0.0	0.0	0.1099597281879827	0.0	33.390430623076725	0.0020754777720744704	7.252469349712927	0.0	8.83764563322242	0.0	0.05953164319912231	50.34788754482875	0
KL0035	0.0	0.0	0.0	0.0	0.0	38.53726902413619	0.0	9.143055622635908	0.0	19.301327276904292	0.0	0.09728686041736738	32.92106121590624	0
KL0017	0.0	0.0	0.0	0.0	0.0	35.142716452910086	0.0	26.167397893462546	0.0	4.9767469714440775	0.0	0.0	33.71313868218329	0
TT0045	0.0	0.0	0.0	0.04824107926552134	0.0	49.64434067532609	0.0	5.669512458903233	0.0	2.799904152338204	0.0	0.050299109902697474	41.78770252426425	0
SG0006	0.0	0.0	0.0	0.0	0.0	35.47872788648977	0.0	27.063337503717616	0.0	5.010289172663559	0.0	0.16270518775688697	32.28494024937218	0
TT0034	0.024427306554890862	0.2884424421644771	0.0	0.0	0.0	19.2784306573719	0.014662456092323528	12.341230716981395	0.0	9.03214214983397	0.18288656405776657	0.4014073724436319	58.43637033449964	0
KL0024	0.0661609769201753	0.05835551856913846	0.0	0.19902466270017732	0.0	16.923649803015454	0.017461149547538028	2.71780776477697	0.0	7.653853055588702	0.0	0.09658198048140003	72.26710508840044	0
KL0003	0.07820410165100633	0.38966509353187734	0.023550372392040154	0.012510426367401262	0.13451841161724726	24.469313567987594	0.003311545989203116	5.3010926279204815	0.15442544560272917	8.322255480624081	0.09503483263988448	0.1270187245443274	60.889099369132126	0
CH0055	0.0	0.0	0.0	0.0	0.0	44.55539663732084	0.0	14.833530922739927	0.0	3.2183437008317264	0.0	0.046380822014132114	37.34634791709339	0
KL0009	0.0	0.0	0.0	0.0	0.0	31.611405466566744	0.0	29.07847248672547	0.0	8.38935054365855	0.0	0.1038028472478715	30.816968655801357	0
TT0017	0.0	0.0	0.0	0.0	0.0	26.375309492843414	0.0	41.554065522821055	0.0	6.730605297078014	0.0	0.0	25.340019687257513	1
CH0001	0.05124471740004572	0.0	0.0	0.0	0.00444322798106432	32.07180164966205	0.013981571203240109	23.820823028609112	0.0	4.906817559106838	0.048600133555035466	0.22513815788660244	38.85714995459601	1
KL0037	0.0	0.0	0.0	0.0	0.0	44.41152302076078	0.0	18.412085865201757	0.0	3.8075833149398197	0.0	0.0479753446345452	33.32083245446309	1
AL0002	0.0	0.0	0.0	0.0	0.0	32.74143314927721	0.0	31.143441973878122	0.0	7.23668280808773	0.0	0.24423021287153907	28.6342118558854	1
KL0029	0.0	0.0	0.0	0.0	0.0	50.16527147931469	0.0	8.007043063799323	0.0	3.75557332170033	0.0	0.10037022943108212	37.97174190575458	1
KL0007	0.0	0.0	0.0	0.0	0.0	32.294864506714774	0.03797174249767512	17.24551174265248	0.0	9.682661734729166	0.06651360740596482	0.03790849181720037	40.63456817418273	1
KL0042	0.0	0.0	0.0	0.0	0.0	29.691678663032167	0.0	37.58881972008861	0.0	5.80429620178364	0.0	0.06382284815892601	26.851382566936664	1
KL0027	0.0	0.17681066646626373	0.0	0.17878072648881338	0.0	43.40693040268608	0.0	13.829724649139399	0.0	4.373769586249154	0.0	0.0	38.03398396897028	1
KL0041	0.0	0.0	0.0	0.0	0.0	31.549114936718937	0.0	35.000087830987944	0.0	6.286974712543512	0.0	0.0	27.16382251974962	0
TT0009	0.0	0.0	0.0	0.0	0.0	44.9743672670376	0.0	9.127729375499946	0.0	3.4195131941692116	0.0	0.26058120168134147	42.217808961611894	1
TT0030	0.0	0.23383481119945243	0.0	0.0	0.0	23.231791447109593	0.0043750973102729875	8.114802793195144	0.3365804477341758	7.811855229038242	0.07096830214375544	0.12767063371004686	60.06812123855932	1
KL0021	0.0	0.18604973424230772	0.0	0.0	0.0	23.168215105118183	0.0	30.316481116652287	0.0	4.625687638268146	0.0	0.0	41.70356640571908	1
CH0020	0.0	0.0	0.0	0.0	0.0	32.55010330102813	0.0	27.572513082517652	0.0	5.3400273185895415	0.0	0.11997556499039631	34.41738073287427	1
CH0019	0.0	0.0	0.0	0.0	0.0	29.49117345613018	0.0	40.135957427455686	0.0	4.592673311840253	0.0	0.09367176569405353	25.686524038879828	1
KL0040	0.0	0.0	0.0	0.0	0.0	33.26497912362752	0.0	31.933271465392053	0.0	6.865709840821157	0.0	0.0	27.93603957015926	1
TT0012	0.0	0.0	0.0	0.0	0.0	43.814599617772046	0.0	12.276366461411966	0.0	4.955839870975823	0.0	0.16970682598746917	38.78348722385269	1
SG0012	0.006914636259076749	0.0225036564698412	0.1549458566209179	0.0	0.0	15.679802799138928	0.006149456802104327	3.3024992191291904	0.0083225603294717	9.780498075734794	0.0	0.005403983159957813	71.03295975635572	1
KL0031	0.0	0.0	0.0	0.0	0.0	30.957084296720456	0.0	15.648800504386932	0.03500574643731151	6.304984038516183	0.0	0.14676107254008333	46.907364341399045	1
TT0005	0.0	0.0	0.0	0.0	0.0	43.512692695244866	0.0	11.143395474454566	0.0	4.837219449453254	0.0	0.0	40.506692380847305	1
KL0014	0.16331410075452257	0.0	0.0	0.0	0.0	43.17472023865946	0.0	15.302142045637158	0.0	5.9595900794255	0.0	0.0	35.40023353552336	1
KL0025	0.0	0.0	0.0	0.0	0.0	50.19832646666279	0.0	8.333093279284805	0.0	4.439348399738809	0.0	0.07600907353104147	36.95322278078256	1
KL0028	0.21135238498116815	0.0	0.0	0.0	0.0	40.068489820788386	0.007074930630402626	18.493153467997107	0.0	4.611464909981567	0.0	0.05443937441273472	36.554025111208624	1
KL0012	0.0	0.0	0.0	0.0	0.0	47.983316789132	0.0	9.861688437687416	0.0	5.644023471050805	0.0	0.048369596565941655	36.462601705563834	1
KL0039	0.0	0.0	0.0	0.0	0.0	42.88317747216933	0.0	14.692615037094962	0.0	7.346475603847158	0.0	0.0	35.07773188688856	1
KL0018	0.010972428075658302	0.23873072287020533	0.0016808851754644264	0.06214569066605275	0.0	22.820895464317843	0.0	16.736282005982538	0.0	5.283773244702998	0.0	0.0	54.84551955820923	0
SG0028	0.0	0.0	0.0	0.0	0.0	35.893096635446916	0.010604426205150685	22.337375098644703	0.0	7.107632593693568	0.0	0.24609935062307936	34.40519189538659	0
TT0014	0.0	0.0	0.0	0.0	0.0	25.222903135223234	0.0	44.868533099946724	0.0	5.327063149720261	0.0	0.0	24.581500615109782	0
KL0004	0.0	0.0	0.0	0.0	0.0	29.620339165993748	0.0	23.06621237189378	0.0	6.4916076025064955	0.0	0.11827364908364511	40.70356721052232	0
TT0063	0.05116473200601745	0.16548705864950725	0.0	0.09016444990344448	0.0	20.945623963751753	0.047094719721254626	9.903545396758705	0.0	7.361682626303079	0.2332626104575386	0.4614546892336672	60.74051975321504	0
SG0002	0.0	0.0	0.0	0.0	0.0	26.094279770266365	0.0	42.13950702448805	0.0	4.506274523213959	0.0	0.11085028161153902	27.1490884004201	0
CH0006	0.0	0.0	0.0	0.0	0.0	26.973966438513497	0.0	43.09853264389322	0.0	6.889850897747511	0.0	0.09882576058117898	22.938824259264592	0
CH0035	0.0	0.0	0.0	0.0	0.0	25.894213845395264	0.0	19.145884051171326	0.08565142758911891	8.033588575463664	0.0	0.05394688299902459	46.786715217381605	0
KL0013	0.0	0.0	0.0	0.0	0.0	40.03037298894591	0.0	19.5312595792762	0.0	5.741429959895928	0.0	0.14800972852438565	34.548927743357574	0
CH0039	0.0	0.0	0.0	0.0	0.0	26.5212883920415	0.0	40.116156066020615	0.0	7.842037752377191	0.0	0.08862865935861722	25.431889130202073	0
TT0021	0.0	0.0	0.0	0.0	0.0	31.787272334235688	0.0	22.800337140888846	0.0	5.6511724002863115	0.0	0.0	39.761218124589156	0
TT0067	0.0	0.0	0.0	0.0	0.0	38.520914902964904	0.0	18.239815401412866	0.0	5.087628594736917	0.0	0.0	38.15164110088531	0
TT0061	0.06204519246868303	0.06733408170914648	0.0	0.0	0.0	16.860928843605024	0.008530052540614699	3.4166755388125796	0.0	10.543202295777721	0.0	0.5907446766587215	68.4505393184275	0
SG0025	0.0	0.0	0.0	0.0	0.0	44.05243275900029	0.0	5.369453962681393	0.0	6.204933267247707	0.0	0.0	44.373180011070616	0
