,Class_average Accuracy,n_estimators,max_depth,min_samples_split,min_samples_leaf,training_Acc
210,0.614788312462731,150,7,6,4,0.9757758666737889
211,0.6109719737626714,150,7,7,4,0.975161583248758
212,0.6301729278473465,150,7,8,4,0.9739330163986967
213,0.5800834824090638,150,7,9,4,0.9731851930986594
214,0.5993440667859273,150,7,10,4,0.9691522888734577
215,0.5877757901013715,150,7,11,4,0.9661075797233055
216,0.5954680977936793,150,7,6,5,0.9645852251482294
217,0.6109123434704831,150,7,7,5,0.9640777736232039
218,0.5685152057245081,150,7,8,5,0.964959136798248
219,0.6185450208706023,150,7,9,5,0.964157897548208
220,0.5800834824090638,150,7,10,5,0.9655200042732761
221,0.5838401908169351,150,7,11,5,0.9624485871481224
222,0.6185450208706023,150,7,6,6,0.9506169542225308
223,0.5994036970781157,150,7,7,6,0.9517653971475882
224,0.5916517590936196,150,7,8,6,0.952780300197639
225,0.5992844364937389,150,7,9,6,0.9526200523476311
226,0.6299344066785927,150,7,10,6,0.9513647775225683
227,0.5955277280858676,150,7,11,6,0.952700176272635
228,0.6184853905784138,150,7,6,7,0.9354735323967734
229,0.6299940369707812,150,7,7,7,0.9370760108968537
230,0.606917113893858,150,7,8,7,0.9368089311468404
231,0.5992844364937389,150,7,9,7,0.9371561348218579
232,0.5760882528324389,150,7,10,7,0.936301479621815
233,0.6223613595706619,150,7,11,7,0.9374766305218737
234,0.6185450208706023,150,7,6,8,0.9194754553709736
235,0.6069767441860465,150,7,7,8,0.9199294909459963
236,0.6223017292784735,150,7,8,8,0.9200096148710003
237,0.6067978533094812,150,7,9,8,0.9207040222210351
238,0.6185450208706023,150,7,10,8,0.9198760749959937
239,0.6069767441860465,150,7,11,8,0.9201698627210084
240,0.6146094215861657,150,7,6,9,0.9054537684952726
241,0.6107930828861061,150,7,7,9,0.9049997329202497
242,0.6146094215861657,150,7,8,9,0.9063618396453179
243,0.6068574836016696,150,7,9,9,0.9037177501201856
244,0.595289206917114,150,7,10,9,0.9036376261951817
245,0.6338103756708408,150,7,11,9,0.9049196089952458
246,0.5991055456171736,150,7,6,10,0.8926606484696327
247,0.606917113893858,150,7,7,10,0.8923935687196194
248,0.6184257602862254,150,7,8,10,0.8919128251695956
249,0.6184257602862254,150,7,9,10,0.8921531969446074
250,0.6145497912939774,150,7,10,10,0.8914320816195714
251,0.6223017292784735,150,7,11,10,0.8914053736445701
252,0.5760882528324389,150,7,6,11,0.8816035468190799
253,0.6184257602862254,150,7,7,11,0.8807755995940386
254,0.6183661299940371,150,7,8,11,0.8813364670690667
255,0.614370900417412,150,7,9,11,0.8806687676940332
256,0.5836612999403697,150,7,10,11,0.8806954756690345
257,0.6029815146094216,150,7,11,11,0.8808290155440411
258,0.614490161001789,150,7,6,12,0.8728967469686445
259,0.637567084078712,150,7,7,12,0.871187436568559
260,0.6221824686940967,150,7,8,12,0.8739917739436994
261,0.6106141920095409,150,7,9,12,0.8709737727685485
262,0.6067382230172929,150,7,10,12,0.8716948880935843
263,0.6067978533094812,150,7,11,12,0.8728967469686446
264,0.6032796660703638,150,8,6,2,0.9944981571497249
265,0.572510435301133,150,8,7,2,0.9927354307996369
266,0.5879546809779368,150,8,8,2,0.9909192884995459
267,0.6033392963625521,150,8,9,2,0.9889696063244485
268,0.5647584973166369,150,8,10,2,0.9860584370493027
269,0.6032796660703638,150,8,11,2,0.9837081352491854
270,0.6109719737626714,150,8,6,3,0.9899845093744992
271,0.599463327370304,150,8,7,3,0.9873404198493672
272,0.595587358378056,150,8,8,3,0.9846429143742321
273,0.6302325581395349,150,8,9,3,0.9820522407991026
274,0.5917113893858079,150,8,10,3,0.9780994604989048
275,0.5994036970781157,150,8,11,3,0.9761497783238073
276,0.5840787119856887,150,8,6,4,0.9793547353239678
277,0.6070960047704234,150,8,7,4,0.9791677794989584
278,0.5916517590936196,150,8,8,4,0.9793280273489663
279,0.5916517590936196,150,8,9,4,0.9767907697238396
280,0.5839594514013119,150,8,10,4,0.9735323967736765
281,0.5840190816935003,150,8,11,4,0.9699802360984989
282,0.5915921288014312,150,8,6,5,0.969259120773463
283,0.6109123434704831,150,8,7,5,0.9694460765984724
284,0.6031604054859869,150,8,8,5,0.9693659526734684
285,0.607036374478235,150,8,9,5,0.969018748998451
286,0.614788312462731,150,8,10,5,0.9688585011484431
287,0.5993440667859273,150,8,11,5,0.965680252123284
288,0.6186046511627907,150,8,6,6,0.9573473639228675
289,0.5839594514013119,150,8,7,6,0.9552908498477646
290,0.6185450208706023,150,8,8,6,0.9553442657977672
291,0.560763267740012,150,8,9,6,0.9553175578227658
292,0.6224209898628503,150,8,10,6,0.9557715933977886
293,0.6454979129397734,150,8,11,6,0.9553175578227658
294,0.6261776982707216,150,8,6,7,0.9392393568719619
295,0.6223613595706619,150,8,7,7,0.9399871801719992
296,0.607036374478235,150,8,8,7,0.9403076758720154
297,0.579964221824687,150,8,9,7,0.9389989850969499
298,0.6146094215861657,150,8,10,7,0.9399337642219966
299,0.6031007751937985,150,8,11,7,0.940361091822018
300,0.6184853905784138,150,8,6,8,0.9212915976710645
301,0.6260584376863447,150,8,7,8,0.9238021473211899
302,0.5991651759093619,150,8,8,8,0.9221195448961059
303,0.6031007751937985,150,8,9,8,0.9224667485711232
304,0.6107334525939176,150,8,10,8,0.9226537043961326
305,0.6184853905784138,150,8,11,8,0.9228673681961432
306,0.6146690518783542,150,8,6,9,0.9066556273703326
307,0.6146094215861657,150,8,7,9,0.9058276801452911
308,0.60304114490161,150,8,8,9,0.9054270605202711
309,0.6183661299940371,150,8,9,9,0.9060947598953046
310,0.6068574836016696,150,8,10,9,0.9067891672453392
311,0.6378056052474658,150,8,11,9,0.9062282997703112
312,0.60304114490161,150,8,6,10,0.8913252497195661
313,0.606917113893858,150,8,7,10,0.8920997809946047
314,0.5914132379248659,150,8,8,10,0.8908445061695419
315,0.575968992248062,150,8,9,10,0.8932215159446609
316,0.5837209302325581,150,8,10,10,0.8910314619945513
317,0.6107334525939176,150,8,11,10,0.8926339404946314
318,0.6223017292784735,150,8,6,11,0.8807755995940386
319,0.6221228384019082,150,8,7,11,0.8806687676940331
320,0.6029218843172331,150,8,8,11,0.8799476523689972
321,0.5991055456171736,150,8,9,11,0.8809358474440465
322,0.6107334525939176,150,8,10,11,0.8818973345440946
323,0.5991055456171736,150,8,11,11,0.88040168794402
324,0.6146094215861657,150,8,6,12,0.8727899150686392
325,0.6067978533094812,150,8,7,12,0.8721756316436087
326,0.6298747763864043,150,8,8,12,0.8733774905186685
327,0.6107334525939176,150,8,9,12,0.8739383579936968
328,0.57984496124031,150,8,10,12,0.8712141445435604
329,0.6607036374478235,150,8,11,12,0.8720153837936007
330,0.6302921884317233,150,9,6,2,0.9953261043747663
331,0.6072152653548002,150,9,7,2,0.9936435019496821
332,0.5918306499701849,150,9,8,2,0.9921211473746061
333,0.6070960047704234,150,9,9,2,0.9903584210245178
334,0.599463327370304,150,9,10,2,0.9884354468244217
335,0.6070960047704234,150,9,11,2,0.9851236579242563
336,0.5608825283243888,150,9,6,3,0.9910528283745526
337,0.6033392963625521,150,9,7,3,0.9892366860744618
338,0.5762671437090042,150,9,8,3,0.9868062603493403
339,0.6071556350626118,150,9,9,3,0.9841087548742055
340,0.5993440667859273,150,9,10,3,0.9814913733240744
341,0.6109719737626714,150,9,11,3,0.9777255488488862
342,0.5877757901013715,150,9,6,4,0.9809572138240478
343,0.6186642814549791,150,9,7,4,0.9795149831739757
344,0.58783542039356,150,9,8,4,0.9807702579990385
345,0.6110316040548599,150,9,9,4,0.9783131242989155
346,0.5801431127012523,150,9,10,4,0.9749746274237489
347,0.6071556350626118,150,9,11,4,0.9721168740986058
348,0.6070960047704234,150,9,6,5,0.9706746434485338
349,0.5955277280858676,150,9,7,5,0.9688050851984403
350,0.6032200357781754,150,9,8,5,0.9700069440735003
351,0.6031604054859869,150,9,9,5,0.9703541477485177
352,0.5915921288014312,150,9,10,5,0.9708348912985417
353,0.5838998211091234,150,9,11,5,0.9670957747983548
354,0.6570661896243292,150,9,6,6,0.9564392927728221
355,0.6147286821705427,150,9,7,6,0.9575877356978794
356,0.6262373285629099,150,9,8,6,0.9555846375727792
357,0.6069767441860465,150,9,9,6,0.9565461246728274
358,0.6378652355396541,150,9,10,6,0.9588163025479408
359,0.5954680977936793,150,9,11,6,0.9567864964478392
360,0.607036374478235,150,9,6,7,0.9410287911970512
361,0.6031007751937985,150,9,7,7,0.9406548795470326
362,0.6031007751937985,150,9,8,7,0.9402542599220127
363,0.6185450208706023,150,9,9,7,0.9399070562469953
364,0.6223017292784735,150,9,10,7,0.9416163666470808
365,0.5991651759093619,150,9,11,7,0.941242454997062
366,0.6184257602862254,150,9,6,8,0.9225201645211258
367,0.5992248062015504,150,9,7,8,0.9222263767961112
368,0.6029815146094216,150,9,8,8,0.9231878638961594
369,0.6145497912939774,150,9,9,8,0.9230276160461512
370,0.5915921288014312,150,9,10,8,0.9230276160461512
371,0.6031007751937985,150,9,11,8,0.9230810319961539
372,0.5992844364937389,150,9,6,9,0.9058810960952938
373,0.5760882528324389,150,9,7,9,0.907563698520378
374,0.5914132379248659,150,9,8,9,0.9048127770952406
375,0.606917113893858,150,9,9,9,0.90540035254527
376,0.606917113893858,150,9,10,9,0.9059879279952994
377,0.6107334525939176,150,9,11,9,0.9048929010202444
378,0.5876565295169947,150,9,6,10,0.8927407723946368
379,0.6183661299940371,150,9,7,10,0.890764382244538
380,0.6068574836016696,150,9,8,10,0.8916991613695847
381,0.6067978533094812,150,9,9,10,0.8920997809946047
382,0.622242098986285,150,9,10,10,0.8914587895945727
383,0.606917113893858,150,9,11,10,0.8923668607446182
384,0.5952295766249255,150,9,6,11,0.88160354681908
385,0.6183064997018486,150,9,7,11,0.8807488916190371
386,0.614490161001789,150,9,8,11,0.88120292719406
387,0.6068574836016696,150,9,9,11,0.8804283959190212
388,0.6184257602862254,150,9,10,11,0.8808824314940439
389,0.614490161001789,150,9,11,11,0.8810960952940544
390,0.6260584376863447,150,9,6,12,0.8724427113936218
391,0.6107334525939176,150,9,7,12,0.872122215693606
392,0.6029218843172331,150,9,8,12,0.871267560493563
393,0.6031007751937985,150,9,9,12,0.8728967469686445
394,0.6105545617173525,150,9,10,12,0.8726563751936327
395,0.5989862850327967,150,9,11,12,0.8727899150686392
