,params,mean_train_Acc,mean_test_Acc
514,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.14357142857142857, 'n_estimators': 150}",0.760517635211055,0.5792586009400796
515,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.15375510204081633, 'n_estimators': 150}",0.7579155326812355,0.5805936722360469
516,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.16393877551020408, 'n_estimators': 150}",0.7597351424918724,0.5751790299008571
517,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.17412244897959184, 'n_estimators': 150}",0.7596420786974127,0.584045503021685
518,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.1843061224489796, 'n_estimators': 150}",0.7651874321266148,0.5816825650748507
519,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.19448979591836735, 'n_estimators': 150}",0.7582018070627242,0.5806841252913062
520,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.2046734693877551, 'n_estimators': 150}",0.7619007648868067,0.5808269147213335
521,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.21485714285714286, 'n_estimators': 150}",0.7533697363507931,0.5779016076154363
522,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.2250408163265306, 'n_estimators': 150}",0.7536341511715391,0.5743070861476478
523,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.23522448979591837, 'n_estimators': 150}",0.7559121669739817,0.57580746138958
524,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.24540816326530612, 'n_estimators': 150}",0.7492369459617714,0.5722251846585298
525,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.2555918367346939, 'n_estimators': 150}",0.7478582367440793,0.5772087925109608
526,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.26577551020408163, 'n_estimators': 150}",0.7442303719472213,0.5793021487538016
527,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.2759591836734694, 'n_estimators': 150}",0.7362874963697494,0.5693675198483232
528,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.28614285714285714, 'n_estimators': 150}",0.7355624492887703,0.5735176956195441
529,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.2963265306122449, 'n_estimators': 150}",0.7275148503438633,0.5733356045345024
530,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.30651020408163265, 'n_estimators': 150}",0.7301135931544707,0.5791857250069122
531,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.3166938775510204, 'n_estimators': 150}",0.7245623190488593,0.5819373345973062
532,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.32687755102040816, 'n_estimators': 150}",0.7294622011272063,0.5775618161709523
533,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.3370612244897959, 'n_estimators': 150}",0.7218095777019006,0.5826798198838725
534,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.3472448979591837, 'n_estimators': 150}",0.7128776978801903,0.5745872338744717
535,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.35742857142857143, 'n_estimators': 150}",0.7189437307981676,0.5782570012244737
536,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.3676122448979592, 'n_estimators': 150}",0.713012984854959,0.5833136825058262
537,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.37779591836734694, 'n_estimators': 150}",0.7075840261283929,0.5804646087609117
538,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.3879795918367347, 'n_estimators': 150}",0.7067110209483092,0.5750565825334755
539,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.39816326530612245, 'n_estimators': 150}",0.7006496854353285,0.5768580400521388
540,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.4083469387755102, 'n_estimators': 150}",0.7042643530155992,0.5765956669431609
541,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.41853061224489796, 'n_estimators': 150}",0.7053681929329985,0.5671963502784689
542,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.4287142857142857, 'n_estimators': 150}",0.7009507139242932,0.5732854406130267
543,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.43889795918367347, 'n_estimators': 150}",0.6982843276263019,0.5734279337994233
544,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.4490816326530612, 'n_estimators': 150}",0.6965205252966966,0.5745338112730576
545,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.459265306122449, 'n_estimators': 150}",0.693246966522141,0.5779229371568512
546,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.46944897959183673, 'n_estimators': 150}",0.6922759306807162,0.5802686929731011
547,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.4796326530612245, 'n_estimators': 150}",0.6927103994751053,0.5788223328198444
548,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.48981632653061224, 'n_estimators': 150}",0.6925121236462214,0.5750275506576609
549,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.10283673469387755, 'min_samples_split': 0.5, 'n_estimators': 150}",0.6793909787155052,0.5738026819923371
550,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.001, 'n_estimators': 150}",0.7444228992559003,0.5856869889797369
551,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.011183673469387756, 'n_estimators': 150}",0.7434947431408051,0.5818521151795236
552,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.02136734693877551, 'n_estimators': 150}",0.7436361603734486,0.5801385432713195
553,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.031551020408163266, 'n_estimators': 150}",0.7453286130454625,0.5755583204961092
554,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.04173469387755102, 'n_estimators': 150}",0.745050935781245,0.5776324209029505
555,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.051918367346938776, 'n_estimators': 150}",0.745779639844944,0.5724722518465852
556,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.06210204081632653, 'n_estimators': 150}",0.7459371563559002,0.5853954852470672
557,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.07228571428571429, 'n_estimators': 150}",0.7456771128057269,0.57862365209148
558,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.08246938775510204, 'n_estimators': 150}",0.7452575745521908,0.583703242880278
559,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.0926530612244898, 'n_estimators': 150}",0.7398060879566363,0.5766509657542361
560,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.10283673469387755, 'n_estimators': 150}",0.7485708115892564,0.5761727297863095
561,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.1130204081632653, 'n_estimators': 150}",0.7456638257685116,0.5758088438598571
562,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.12320408163265306, 'n_estimators': 150}",0.7396410500373609,0.5788382312280284
563,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.13338775510204082, 'n_estimators': 150}",0.7458928951027656,0.5795503021685032
564,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.14357142857142857, 'n_estimators': 150}",0.7431287860998728,0.5762261523877236
565,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.15375510204081633, 'n_estimators': 150}",0.743042960351036,0.5774757080222774
566,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.16393877551020408, 'n_estimators': 150}",0.746876639493788,0.5789986965280246
567,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.17412244897959184, 'n_estimators': 150}",0.7431938397591438,0.5769903622072124
568,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.1843061224489796, 'n_estimators': 150}",0.7409361608439378,0.5804269858198049
569,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.19448979591836735, 'n_estimators': 150}",0.748999630238414,0.5833763874076707
570,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.2046734693877551, 'n_estimators': 150}",0.7453677737700669,0.5815507366591618
571,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.21485714285714286, 'n_estimators': 150}",0.7499011630915917,0.5706187541967846
572,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.2250408163265306, 'n_estimators': 150}",0.7373523680353192,0.576822984555832
573,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.23522448979591837, 'n_estimators': 150}",0.7415629163560369,0.5781705968321682
574,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.24540816326530612, 'n_estimators': 150}",0.7379813059748253,0.5725393016550143
575,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.2555918367346939, 'n_estimators': 150}",0.7378233136283984,0.5805833037089703
576,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.26577551020408163, 'n_estimators': 150}",0.7402881627532675,0.5817395425998341
577,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.2759591836734694, 'n_estimators': 150}",0.7305604465026202,0.5792340127187264
578,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.28614285714285714, 'n_estimators': 150}",0.7274715482467226,0.5777395623494096
579,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.2963265306122449, 'n_estimators': 150}",0.7264785042128012,0.5835326065489591
580,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.30651020408163265, 'n_estimators': 150}",0.7268372681184246,0.5773896986214796
581,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.3166938775510204, 'n_estimators': 150}",0.7185829191960796,0.5832558162499506
582,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.32687755102040816, 'n_estimators': 150}",0.7157712918729868,0.5814267093257496
583,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.3370612244897959, 'n_estimators': 150}",0.7122879452590318,0.5781984437334597
584,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.3472448979591837, 'n_estimators': 150}",0.7146550887876909,0.5731153967689694
585,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.35742857142857143, 'n_estimators': 150}",0.7102645142650127,0.5785347790022514
586,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.3676122448979592, 'n_estimators': 150}",0.7065995781424494,0.5798616542244341
587,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.37779591836734694, 'n_estimators': 150}",0.7010005269476853,0.5819521467788442
588,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.3879795918367347, 'n_estimators': 150}",0.7028017481232836,0.5779794209424498
589,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.39816326530612245, 'n_estimators': 150}",0.7051325003967078,0.5746493462890547
590,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.4083469387755102, 'n_estimators': 150}",0.698149832997789,0.568720721254493
591,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.41853061224489796, 'n_estimators': 150}",0.6950322327740075,0.5711514989927717
592,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.4287142857142857, 'n_estimators': 150}",0.6996220187571134,0.5769603428526286
593,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.43889795918367347, 'n_estimators': 150}",0.693863070804746,0.5681037445194929
594,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.4490816326530612, 'n_estimators': 150}",0.6946450213922795,0.5803110558122999
595,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.459265306122449, 'n_estimators': 150}",0.6928678208189674,0.5833629576964094
596,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.46944897959183673, 'n_estimators': 150}",0.6871523930995517,0.5720732116759489
597,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.4796326530612245, 'n_estimators': 150}",0.6866307940186305,0.5694229174072758
598,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.48981632653061224, 'n_estimators': 150}",0.685102077936076,0.5704439704546352
599,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.1130204081632653, 'min_samples_split': 0.5, 'n_estimators': 150}",0.6830491173412409,0.5770754828771183
600,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.001, 'n_estimators': 150}",0.7263342672540081,0.575922107674685
601,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.011183673469387756, 'n_estimators': 150}",0.7281618219130681,0.5810654895919738
602,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.02136734693877551, 'n_estimators': 150}",0.7319915767498019,0.5763879014101198
603,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.031551020408163266, 'n_estimators': 150}",0.7297558643246579,0.5748717265078801
604,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.04173469387755102, 'n_estimators': 150}",0.7293655188445816,0.5733319508630563
605,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.051918367346938776, 'n_estimators': 150}",0.7296394097416031,0.5818320693605088
606,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.06210204081632653, 'n_estimators': 150}",0.7253894804218832,0.5780277086542638
607,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.07228571428571429, 'n_estimators': 150}",0.7255909545067074,0.5759166765414545
608,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.08246938775510204, 'n_estimators': 150}",0.7255010322956484,0.5752166528419638
609,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.0926530612244898, 'n_estimators': 150}",0.7290501361637952,0.5752602006556858
610,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.10283673469387755, 'n_estimators': 150}",0.7336785471556161,0.5763962949796579
611,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.1130204081632653, 'n_estimators': 150}",0.7286889588634357,0.575561085436663
612,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.12320408163265306, 'n_estimators': 150}",0.7272741834556389,0.5769558991981671
613,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.13338775510204082, 'n_estimators': 150}",0.7285265685141059,0.5749709681241854
614,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.14357142857142857, 'n_estimators': 150}",0.7286862268193275,0.5776294584666429
615,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.15375510204081633, 'n_estimators': 150}",0.7305897002257921,0.5736935655883398
616,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.16393877551020408, 'n_estimators': 150}",0.7253391573456379,0.5797181735592684
617,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.17412244897959184, 'n_estimators': 150}",0.7280185205858187,0.5843096535924477
618,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.1843061224489796, 'n_estimators': 150}",0.7344570866978644,0.5751744874985186
619,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.19448979591836735, 'n_estimators': 150}",0.7333943022926073,0.5789727258363946
620,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.2046734693877551, 'n_estimators': 150}",0.7292147923454005,0.5807977840976418
621,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.21485714285714286, 'n_estimators': 150}",0.7307955947686756,0.5769978670458585
622,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.2250408163265306, 'n_estimators': 150}",0.729582990624865,0.5871192281865939
623,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.23522448979591837, 'n_estimators': 150}",0.7338812252645753,0.581631314926729
624,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.24540816326530612, 'n_estimators': 150}",0.73302333347448,0.575169155113165
625,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.2555918367346939, 'n_estimators': 150}",0.7291227155085579,0.5827253426551329
626,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.26577551020408163, 'n_estimators': 150}",0.729794618717849,0.5762688114705534
627,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.2759591836734694, 'n_estimators': 150}",0.726823978942623,0.5809595331200379
628,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.28614285714285714, 'n_estimators': 150}",0.7172605681454136,0.5839486313544259
629,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.2963265306122449, 'n_estimators': 150}",0.7161819614087809,0.5781295177153691
630,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.30651020408163265, 'n_estimators': 150}",0.7210569631731147,0.5775872931231978
631,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.3166938775510204, 'n_estimators': 150}",0.7123935540012308,0.5751378520361812
632,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.32687755102040816, 'n_estimators': 150}",0.7112523016535977,0.5791220326262985
633,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.3370612244897959, 'n_estimators': 150}",0.7086303776358611,0.5684723703440375
634,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.3472448979591837, 'n_estimators': 150}",0.7042807206865034,0.5847745585969901
635,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.35742857142857143, 'n_estimators': 150}",0.7057999339604525,0.576477169490856
636,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.3676122448979592, 'n_estimators': 150}",0.6970247451553533,0.5734439309554844
637,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.37779591836734694, 'n_estimators': 150}",0.7060251303147616,0.5845102105304736
638,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.3879795918367347, 'n_estimators': 150}",0.6999560777128075,0.5801500967729194
639,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.39816326530612245, 'n_estimators': 150}",0.6956315544999492,0.5762345459572619
640,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.4083469387755102, 'n_estimators': 150}",0.6894291343045081,0.5735848441758503
641,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.41853061224489796, 'n_estimators': 150}",0.694534015927336,0.5760619346684046
642,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.4287142857142857, 'n_estimators': 150}",0.689822299510734,0.5751545404273809
643,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.43889795918367347, 'n_estimators': 150}",0.6873230009670687,0.5764756882727022
644,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.4490816326530612, 'n_estimators': 150}",0.6865457916255524,0.578409566694316
645,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.459265306122449, 'n_estimators': 150}",0.6868133116737305,0.5825852194177826
646,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.46944897959183673, 'n_estimators': 150}",0.6846954984467446,0.5800730734289213
647,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'auto', 'min_samples_leaf': 0.12320408163265306, 'min_samples_split': 0.4796326530612245, 'n_estimators': 150}",0.6800976510622573,0.5807005174388752
